IPC,专利数,度数,聚类系数,近年增长频率
G21K3,100,29,0.7264957264957265,0.07
C10M113,100,62,0.6367231638418079,0.11
G05F5,100,57,0.7306397306397306,0.03
C10M131,100,89,0.5880780539962577,0.13
B29D5,100,54,0.7413273001508296,0.12
B62J31,99,62,0.5350282485875706,0.42424242424242425
H10N59,99,34,0.6088709677419355,0.7474747474747475
A01F5,99,25,0.691699604743083,0.09090909090909091
G04C11,99,51,0.5714285714285714,0.030303030303030304
F01D3,99,46,0.6257928118393234,0.25252525252525254
G05G25,98,53,0.6462745098039215,0.17346938775510204
C07D461,98,34,0.967741935483871,0.16326530612244897
C09B56,98,74,0.6764475743348983,0.12244897959183673
C10B3,98,42,0.5974358974358974,0.336734693877551
B60G99,98,66,0.6160714285714286,0.30612244897959184
C10M127,98,78,0.5480701754385965,0.07142857142857142
F41B13,97,50,0.2907801418439716,0.18556701030927836
B21L21,97,22,0.6263157894736842,0.3402061855670103
B65B45,97,50,0.8191489361702128,0.5051546391752577
F41C3,97,39,0.4039039039039039,0.1134020618556701
B60C99,97,36,0.5811051693404634,0.845360824742268
A43D23,97,19,0.7573529411764706,0.20618556701030927
A63C9,96,11,0.4722222222222222,0.052083333333333336
D06F5,96,41,0.47233468286099867,0.0625
B29K9,96,115,0.6695638432364096,0.13541666666666666
H01R23,96,27,0.8066666666666666,0.0
H02H6,96,60,0.7858439201451906,0.11458333333333333
B21K25,96,81,0.5232067510548524,0.16666666666666666
F01B11,96,82,0.49873417721518987,0.17708333333333334
A01D78,96,19,0.8235294117647058,0.15625
D02H5,96,43,0.6634146341463415,0.28125
D06F51,96,34,0.6633064516129032,0.11458333333333333
B65D69,96,85,0.38818689391713196,0.15625
B29K311,95,117,0.662700228832952,0.09473684210526316
A46B1,95,60,0.46823956442831216,0.09473684210526316
A43C13,95,29,0.7549857549857549,0.06315789473684211
A47H2,95,42,0.782051282051282,0.6736842105263158
G10F5,95,48,0.5140096618357488,0.24210526315789474
D06F55,95,31,0.4630541871921182,0.18947368421052632
B43K31,94,54,0.5128205128205128,0.23404255319148937
B27B3,94,50,0.5833333333333334,0.35106382978723405
F16H31,94,63,0.573224043715847,0.2553191489361702
B29K91,94,53,0.6909803921568628,0.26595744680851063
C23C6,94,89,0.7693130179096498,0.3404255319148936
D06F61,93,56,0.6303284416491963,0.20430107526881722
B29K7,93,115,0.7525284450063211,0.1935483870967742
C07C66,93,79,0.9302802460697197,0.08602150537634409
B61B15,93,60,0.5263157894736842,0.27956989247311825
A41F15,93,64,0.5510312004230565,0.3548387096774194
F41G9,92,54,0.6832579185520362,0.33695652173913043
G03C3,92,53,0.516078431372549,0.03260869565217391
B27K7,92,58,0.6363636363636364,0.14130434782608695
F16D61,92,86,0.5421686746987951,0.32608695652173914
C08L41,92,114,0.8235199485199485,0.16304347826086957
B24D99,92,71,0.716538789428815,0.32608695652173914
F02D25,92,56,0.546470999301188,0.11956521739130435
B43M17,92,61,0.39918176504967856,0.0
B62M15,91,30,0.6137566137566137,0.2087912087912088
H05H15,91,57,0.4006734006734007,0.37362637362637363
A01J25,91,47,0.5767676767676768,0.5494505494505495
F24V40,90,113,0.628009828009828,0.6111111111111112
A41D17,90,68,0.73006993006993,0.2111111111111111
G01H15,90,60,0.6860254083484574,0.3111111111111111
B60K3,90,88,0.47058823529411764,0.07777777777777778
F16D29,90,51,0.6445578231292517,0.07777777777777778
G03D15,90,27,0.56,0.2111111111111111
H03K9,89,43,0.7475609756097561,0.20224719101123595
H04L13,89,51,0.8937074829931972,0.0449438202247191
E01B33,89,36,0.6060606060606061,0.3258426966292135
F23Q25,89,81,0.5235313209996755,0.47191011235955055
B62D41,89,48,0.6966183574879227,0.0898876404494382
F16F5,89,48,0.5140096618357488,0.11235955056179775
F21K5,89,57,0.5824915824915825,0.23595505617977527
A62B27,89,46,0.7040169133192389,0.16853932584269662
B65D37,89,73,0.5191146881287726,0.1348314606741573
B01J15,89,78,0.6336842105263157,0.24719101123595505
B30B13,88,56,0.6317260656883298,0.19318181818181818
F16G9,88,35,0.5340909090909091,0.056818181818181816
C10G15,88,77,0.5686486486486486,0.13636363636363635
F22B27,88,57,0.5703703703703704,0.13636363636363635
C09B55,88,88,0.7039671682626539,0.1590909090909091
F01C17,88,39,0.5525525525525525,0.11363636363636363
F42B1,88,30,0.4523809523809524,0.2159090909090909
G04B43,88,50,0.4308510638297872,0.375
C23D7,88,67,0.6711538461538461,0.3181818181818182
H02K99,88,35,0.6590909090909091,0.11363636363636363
B62D109,87,52,0.6595918367346939,0.19540229885057472
B64D23,87,42,0.5525641025641026,0.4942528735632184
B25B31,87,45,0.44629014396456257,0.12643678160919541
C09B21,87,68,0.7114219114219115,0.26436781609195403
F02B7,87,64,0.49762030671602325,0.1839080459770115
A01H13,87,46,0.7536997885835095,0.1839080459770115
G10K5,87,55,0.4709724238026125,0.1724137931034483
G10H5,87,31,0.5,0.25287356321839083
B21F99,86,55,0.7365747460087083,0.27906976744186046
B29K59,86,95,0.6870032725572698,0.19767441860465115
H05K10,86,80,0.6766566766566766,0.32558139534883723
H03B7,86,47,0.602020202020202,0.06976744186046512
D04G5,86,36,0.3155080213903743,0.26744186046511625
C08C3,86,48,0.6502415458937199,0.18604651162790697
C10M165,86,66,0.5620039682539683,0.20930232558139536
F02B11,86,49,0.7428307123034228,0.03488372093023256
A01D87,85,33,0.4967741935483871,0.18823529411764706
F25D9,85,53,0.672156862745098,0.03529411764705882
A63D5,85,24,0.4675324675324675,0.07058823529411765
B31F7,85,72,0.6488612836438924,0.3411764705882353
B01D12,85,85,0.6367910667058477,0.12941176470588237
C14B11,85,45,0.5692137320044297,0.3764705882352941
G03B23,85,58,0.7876623376623376,0.43529411764705883
B21L15,84,42,0.6192307692307693,0.20238095238095238
B62D131,84,52,0.6351020408163265,0.4523809523809524
A01F17,84,33,0.5655913978494623,0.17857142857142858
H03F7,84,44,0.5830429732868757,0.36904761904761907
G07F1,84,35,0.5170454545454546,0.08333333333333333
C23D9,84,45,0.6434108527131783,0.21428571428571427
D04D9,83,63,0.5109289617486339,0.13253012048192772
F25D5,83,74,0.42566510172143973,0.39759036144578314
F16L49,83,56,0.596785464709993,0.1927710843373494
F03H99,83,58,0.41948051948051945,0.21686746987951808
F23H7,83,45,0.7220376522702104,0.1566265060240964
A44C1,83,66,0.4568452380952381,0.10843373493975904
F41C7,83,27,0.5966666666666667,0.1566265060240964
C06B49,82,52,0.6759183673469388,0.6463414634146342
B61D43,82,62,0.5694915254237288,0.32926829268292684
G01Q20,82,36,0.6880570409982175,0.2682926829268293
C22B35,82,62,0.7028248587570621,0.4878048780487805
B26B17,82,37,0.5210084033613446,0.10975609756097561
B31B23,82,45,0.646733111849391,0.0
B21C49,82,49,0.7076780758556892,0.24390243902439024
A61D99,82,50,0.62322695035461,0.036585365853658534
A44B21,81,59,0.3433583959899749,0.0
B60R27,81,76,0.5001851166234728,0.0
F16D45,81,41,0.699055330634278,0.32098765432098764
G03C11,81,58,0.4980519480519481,0.04938271604938271
B21K11,81,62,0.5638418079096045,0.2716049382716049
E05B7,81,45,0.6810631229235881,0.09876543209876543
C08F295,81,52,0.8522448979591837,0.09876543209876543
B42F11,80,46,0.49471458773784355,0.325
B25B3,80,26,0.6376811594202898,0.2875
B68G15,80,46,0.4408033826638478,0.2375
F03C4,80,45,0.4939091915836102,0.1875
H10N39,80,55,0.6712626995645864,0.7375
C08B35,80,73,0.7484909456740443,0.2125
E02D25,80,22,0.9421052631578948,0.6125
D21F2,80,27,0.86,0.1625
B31B17,80,34,0.4637096774193548,0.0
F16L31,80,74,0.573943661971831,0.1875
B31B29,80,28,0.7076923076923077,0.0
D03D5,80,56,0.6352201257861635,0.1875
F15B5,79,56,0.6198462613556953,0.08860759493670886
A42C2,79,58,0.7616883116883116,0.379746835443038
B44F11,79,55,0.5878084179970973,0.0759493670886076
G03B41,79,43,0.7304878048780488,0.22784810126582278
H10N69,79,38,0.7476190476190476,0.810126582278481
C12H3,79,22,0.8578947368421053,0.379746835443038
C13B40,79,64,0.6922263352723427,0.1518987341772152
F04B5,79,51,0.5595238095238095,0.08860759493670886
G04F8,79,66,0.5471230158730159,0.21518987341772153
C10B19,79,57,0.5683501683501684,0.31645569620253167
B61L13,79,41,0.680161943319838,0.1518987341772152
A62C39,79,37,0.5092436974789916,0.0
B31B15,79,32,0.5678160919540229,0.0
G07C7,79,77,0.7351351351351352,0.189873417721519
H03C5,78,26,0.8043478260869565,0.05128205128205128
B62M27,78,28,0.56,0.15384615384615385
A01D80,78,19,0.6691176470588235,0.2564102564102564
C08L37,78,94,0.805303392259914,0.23076923076923078
A62B21,78,40,0.5519203413940256,0.28205128205128205
C12P27,78,27,0.8433333333333334,0.48717948717948717
A63H15,78,40,0.5362731152204836,0.15384615384615385
G11B13,77,36,0.5971479500891266,0.025974025974025976
A01K51,77,45,0.6400885935769657,0.44155844155844154
G03F5,77,36,0.7379679144385026,0.012987012987012988
B43M9,77,52,0.5306122448979592,0.1038961038961039
F21W105,77,45,0.8217054263565892,0.37662337662337664
C08F275,77,76,0.9041095890410958,0.35064935064935066
B63B69,76,95,0.6238896680691912,0.7763157894736842
A62C17,76,25,0.6363636363636364,0.2631578947368421
C01F3,76,67,0.6432692307692308,0.5657894736842105
B61L11,76,31,0.6231527093596059,0.2236842105263158
H01H57,76,42,0.6102564102564103,0.02631578947368421
C23D3,76,50,0.7872340425531915,0.21052631578947367
G21K7,76,59,0.7073934837092731,0.21052631578947367
A43C5,76,41,0.5668016194331984,0.18421052631578946
G08G9,76,49,0.8371877890841813,0.5263157894736842
G04C17,76,41,0.5398110661268556,0.06578947368421052
C40B70,75,39,0.7297297297297297,0.21333333333333335
C30B21,75,44,0.7677119628339141,0.28
B62M29,75,44,0.5667828106852497,0.08
H01G17,75,43,0.7158536585365853,0.37333333333333335
C08F38,75,102,0.7105050505050505,0.13333333333333333
A45B17,75,27,0.71,0.13333333333333333
C09B49,75,33,0.7462365591397849,0.04
A62B11,74,63,0.5672131147540984,0.16216216216216217
F25D7,74,74,0.5915492957746479,0.43243243243243246
A43B19,74,38,0.5349206349206349,0.05405405405405406
C06D3,74,37,0.48739495798319327,0.2972972972972973
F01L5,74,44,0.6155632984901278,0.12162162162162163
B66F1,74,35,0.6704545454545454,0.20270270270270271
A63H7,73,28,0.5076923076923077,0.1643835616438356
F04B31,73,48,0.6183574879227053,0.273972602739726
E05G7,73,23,0.8095238095238095,0.2876712328767123
B60G1,73,50,0.6179078014184397,0.1643835616438356
C06C15,73,40,0.4594594594594595,0.4794520547945205
B23G7,73,35,0.6420454545454546,0.136986301369863
C09B25,73,62,0.7757062146892655,0.3150684931506849
A41F17,73,58,0.6642857142857143,0.726027397260274
F01M3,73,51,0.5884353741496599,0.0684931506849315
H01R105,72,28,0.7938461538461539,0.3194444444444444
G01Q40,72,27,0.7266666666666667,0.3611111111111111
H10K19,72,45,0.7131782945736435,0.875
C08F24,72,81,0.6666666666666666,0.2361111111111111
G02B11,72,24,0.8961038961038961,0.027777777777777776
G01H7,72,42,0.8269230769230769,0.19444444444444445
B29L24,72,65,0.7368151561699949,0.2638888888888889
F21S13,72,66,0.6423611111111112,0.06944444444444445
B62L5,71,32,0.7034482758620689,0.056338028169014086
B66B20,71,35,0.5681818181818182,0.056338028169014086
D01B5,71,20,0.673202614379085,0.09859154929577464
C07D457,71,45,0.9590254706533776,0.19718309859154928
F23C11,71,37,0.7596638655462185,0.0
C06B35,71,44,0.5331010452961672,0.5633802816901409
C09B48,71,54,0.8144796380090498,0.15492957746478872
B64G6,70,63,0.5426229508196722,0.44285714285714284
C08F277,70,97,0.8293393057110863,0.2714285714285714
F04D21,70,21,0.7660818713450293,0.3
F16H23,70,45,0.4573643410852713,0.11428571428571428
A47H3,70,27,0.46,0.14285714285714285
A01B21,70,27,0.6966666666666667,0.2714285714285714
G04B11,70,18,0.6833333333333333,0.22857142857142856
B26B7,70,43,0.4658536585365854,0.18571428571428572
A01K57,70,33,0.5311827956989247,0.3142857142857143
B63B51,70,65,0.7818740399385561,0.18571428571428572
B41C3,69,40,0.6770981507823614,0.014492753623188406
B41N7,69,39,0.5735735735735735,0.08695652173913043
C13K5,69,37,0.7899159663865546,0.07246376811594203
A42B7,69,39,0.6906906906906907,0.3188405797101449
F23L3,69,53,0.7372549019607844,0.3333333333333333
B42C15,69,26,0.4601449275362319,0.14492753623188406
G05D24,69,61,0.5523085914669784,0.2028985507246377
F04D11,68,30,0.6137566137566137,0.20588235294117646
A47B33,68,62,0.6062146892655367,0.27941176470588236
C10M153,68,60,0.7041742286751361,0.2647058823529412
F23M20,68,48,0.7468599033816425,0.19117647058823528
G05G7,68,54,0.5399698340874811,0.04411764705882353
F22B15,68,45,0.707641196013289,0.08823529411764706
B31B49,68,39,0.4804804804804805,0.0
H01T14,68,34,0.45161290322580644,0.38235294117647056
A01K21,67,51,0.5705782312925171,0.5970149253731343
A43D21,67,35,0.5795454545454546,0.1044776119402985
A43D100,67,23,0.4095238095238095,0.19402985074626866
C07B49,67,51,0.9889455782312925,0.029850746268656716
D06F63,67,35,0.634469696969697,0.47761194029850745
G08C21,67,60,0.7574107683000605,0.05970149253731343
H01H81,67,25,0.7193675889328063,0.05970149253731343
A45D4,67,19,0.8014705882352942,0.04477611940298507
B41F30,67,27,0.79,0.14925373134328357
B27J3,67,32,0.6436781609195402,0.2537313432835821
D04D7,67,39,0.5405405405405406,0.11940298507462686
F01C3,66,20,0.7058823529411765,0.0
D04B31,66,44,0.5760743321718932,0.45454545454545453
H04H9,66,30,0.7751322751322751,0.0
B42C5,66,29,0.6752136752136753,0.18181818181818182
H03D13,66,22,0.9157894736842105,0.030303030303030304
C07D227,66,88,0.8270861833105335,0.06060606060606061
H01J33,66,55,0.44992743105950656,0.030303030303030304
B42F15,66,38,0.5095238095238095,0.12121212121212122
C09D159,66,98,0.7429824561403509,0.30303030303030304
B29K709,66,98,0.6331140350877194,0.25757575757575757
A63C10,66,14,0.5,0.3181818181818182
B31B7,66,33,0.632258064516129,0.0
A63G3,66,30,0.4973544973544973,0.19696969696969696
B31B5,66,38,0.5571428571428572,0.0
A62B19,66,35,0.5189393939393939,0.09090909090909091
B61D13,65,50,0.6125886524822695,0.12307692307692308
B60G23,65,23,0.6476190476190476,0.09230769230769231
E02C3,65,33,0.6150537634408603,0.23076923076923078
F41J11,65,46,0.47674418604651164,0.38461538461538464
C07B47,65,111,0.8730886850152905,0.2923076923076923
B21L3,65,44,0.5586527293844367,0.24615384615384617
D06F93,65,37,0.6974789915966386,0.3076923076923077
H10N35,65,67,0.59375,0.7538461538461538
H10N15,64,46,0.6257928118393234,0.859375
D01G99,64,42,0.7025641025641025,0.140625
C22C7,64,44,0.7282229965156795,0.0625
D05C3,64,31,0.5221674876847291,0.234375
B31B150,64,40,0.844950213371266,0.234375
A23N3,64,31,0.916256157635468,0.75
G04B9,64,17,0.638095238095238,0.15625
G21D7,64,53,0.4956862745098039,0.359375
C10B7,64,55,0.6502177068214804,0.21875
C12S1,64,31,0.6773399014778325,0.0
F42C1,64,24,0.3463203463203463,0.625
F24D7,63,60,0.6612220205686631,0.14285714285714285
B29L17,63,33,0.8580645161290322,0.09523809523809523
H01L47,63,22,0.6894736842105263,0.19047619047619047
F24D103,63,83,0.8145061728395062,0.9682539682539683
F41J13,63,24,0.48484848484848486,0.3968253968253968
A01B9,63,30,0.6798941798941799,0.3333333333333333
B25D13,63,22,0.42105263157894735,0.015873015873015872
H10N79,63,38,0.6793650793650794,0.8571428571428571
C07C207,63,89,0.8206361935311414,0.3333333333333333
B29D15,62,88,0.6035567715458277,0.25806451612903225
C23F14,62,61,0.6580946814728229,0.1935483870967742
G04C5,62,15,0.48717948717948717,0.0967741935483871
G03F3,62,29,0.7094017094017094,0.03225806451612903
C08F246,62,77,0.8500900900900901,0.11290322580645161
H05B11,62,34,0.6068548387096774,0.16129032258064516
G21H5,62,60,0.4379915305505142,0.20967741935483872
B27J5,62,46,0.6723044397463002,0.1935483870967742
B21F17,62,61,0.6610169491525424,0.6129032258064516
B63H13,62,57,0.6390572390572391,0.12903225806451613
B23B33,61,35,0.5965909090909091,0.29508196721311475
C05B15,61,68,0.7212121212121212,0.11475409836065574
B62D121,61,25,0.8972332015810277,0.04918032786885246
A43D49,61,19,0.5367647058823529,0.2459016393442623
A43D69,61,22,0.3684210526315789,0.36065573770491804
F41A15,61,12,0.7333333333333333,0.36065573770491804
B29D9,61,66,0.6830357142857143,0.0
H01K9,61,23,0.45714285714285713,0.0
A01K81,61,22,0.6,0.3114754098360656
C01G7,61,84,0.7178560674495634,0.3114754098360656
A47C15,61,55,0.7416545718432511,0.39344262295081966
C07C395,61,87,0.753781512605042,0.4098360655737705
B61B10,61,44,0.45993031358885017,0.03278688524590164
D05B67,60,27,0.59,0.3
G12B13,60,56,0.6177498252969951,0.05
B62M21,60,31,0.7980295566502463,0.2
A01K25,60,14,0.7727272727272727,0.16666666666666666
C09B44,60,39,0.7537537537537538,0.03333333333333333
C08F28,60,90,0.6669278996865203,0.11666666666666667
G06G1,60,32,0.6298850574712643,0.18333333333333332
C09D149,60,79,0.7402597402597403,0.21666666666666667
F23D99,60,53,0.6211764705882353,0.06666666666666667
C07G17,60,67,0.6538461538461539,0.0
B62H7,60,37,0.7495798319327731,0.15
C07J33,60,66,0.8159722222222222,0.3333333333333333
B31B39,60,33,0.7118279569892473,0.0
B64D3,60,45,0.6500553709856035,0.2833333333333333
F23L11,60,61,0.6767971946230275,0.4
C05B21,60,54,0.6953242835595776,0.15
B25B28,59,31,0.5985221674876847,0.2711864406779661
A24F23,59,29,0.7606837606837606,0.13559322033898305
B29D1,59,84,0.5676001204456489,0.3389830508474576
A44C23,59,40,0.5931721194879089,0.06779661016949153
A63C3,59,34,0.4778225806451613,0.2033898305084746
C10M121,59,40,0.8036984352773826,0.06779661016949153
E05B23,59,25,0.8695652173913043,0.0
F23R5,59,29,0.5925925925925926,0.6779661016949152
H04R13,59,23,0.7952380952380952,0.15254237288135594
H10B69,58,29,0.6923076923076923,0.7241379310344828
B29K45,58,58,0.798051948051948,0.034482758620689655
E01H11,58,51,0.54421768707483,0.4482758620689655
B64D10,58,44,0.4250871080139373,0.1724137931034483
F03B5,58,41,0.543859649122807,0.06896551724137931
G04F3,58,44,0.5632984901277585,0.05172413793103448
A61H99,58,50,0.8262411347517731,0.1206896551724138
F01B13,58,40,0.44523470839260315,0.0
A01M11,58,56,0.7239692522711391,0.13793103448275862
C23D13,58,52,0.6522448979591837,0.20689655172413793
B63C13,58,58,0.6538961038961039,0.6206896551724138
B62D123,58,32,0.7885057471264367,0.15517241379310345
D03J3,58,27,0.52,0.15517241379310345
D01G37,58,44,0.59465737514518,0.0
F23H15,58,41,0.7273954116059379,0.3103448275862069
H03B15,58,36,0.6684491978609626,0.25862068965517243
H04L23,58,43,0.6804878048780488,0.034482758620689655
F22D3,57,52,0.8081632653061225,0.6140350877192983
E01H6,57,26,0.8804347826086957,0.19298245614035087
E21B35,57,35,0.7443181818181818,0.22807017543859648
B29L16,57,64,0.8810153358011634,0.10526315789473684
G05B5,57,41,0.5600539811066126,0.07017543859649122
A43B15,57,61,0.7574517825832846,0.2982456140350877
B41F25,57,30,0.8253968253968254,0.22807017543859648
A01J9,57,29,0.5954415954415955,0.38596491228070173
C10B5,57,35,0.6837121212121212,0.3157894736842105
C07D315,57,61,0.859146697837522,0.0
A01D85,57,24,0.5194805194805194,0.42105263157894735
C09B17,57,73,0.7082494969818913,0.07017543859649122
H01R101,57,30,0.7698412698412699,0.05263157894736842
F02M13,56,22,0.8315789473684211,0.10714285714285714
C11B15,56,42,0.7153846153846154,0.25
G08B26,56,61,0.7516072472238458,0.05357142857142857
C10G71,56,44,0.6399535423925667,0.07142857142857142
D01G29,56,31,0.7832512315270936,0.23214285714285715
C07J11,56,56,0.8190076869322153,0.30357142857142855
E05B11,56,37,0.7210084033613445,0.26785714285714285
H04M5,56,21,0.8362573099415205,0.05357142857142857
A23C23,56,70,0.7708516242317822,0.16071428571428573
D04B3,56,10,0.2857142857142857,0.125
B63G1,56,56,0.453529000698812,0.35714285714285715
C07D459,56,49,0.8917668825161887,0.32142857142857145
H01K7,56,36,0.5953654188948306,0.03571428571428571
C13F3,55,34,0.6491935483870968,0.0
B68G5,55,44,0.7688734030197445,0.10909090909090909
B25D7,55,34,0.48185483870967744,0.38181818181818183
F24B15,55,26,0.644927536231884,0.12727272727272726
C13K3,55,41,0.7139001349527665,0.14545454545454545
A61Q90,55,53,0.8219607843137255,0.16363636363636364
F23Q5,55,39,0.31981981981981983,0.21818181818181817
A61D5,55,27,0.7133333333333334,0.45454545454545453
B23F7,55,15,0.9230769230769231,0.43636363636363634
B01L5,54,47,0.7282828282828283,0.2962962962962963
B21L11,54,42,0.4807692307692308,0.2222222222222222
C09J159,54,73,0.7927565392354124,0.2222222222222222
E05B21,54,19,0.625,0.07407407407407407
F42C17,54,24,0.5064935064935064,0.6296296296296297
A43C19,54,48,0.5729468599033817,0.037037037037037035
D04C7,54,19,0.35294117647058826,0.2222222222222222
A41D5,54,51,0.4965986394557823,0.1111111111111111
H01H79,54,34,0.6794354838709677,0.05555555555555555
A01D7,54,33,0.43870967741935485,0.05555555555555555
C25B7,54,55,0.5181422351233672,0.09259259259259259
G04B35,54,22,0.6526315789473685,0.14814814814814814
B29K511,53,101,0.6540919398062255,0.11320754716981132
H03B27,53,21,0.8538011695906432,0.09433962264150944
A47J25,53,17,0.6761904761904762,0.1320754716981132
C07D521,53,93,0.9001221001221001,0.03773584905660377
A47J33,53,20,0.6601307189542484,0.09433962264150944
B23Q27,53,36,0.5543672014260249,0.32075471698113206
C09J119,53,52,0.7804081632653062,0.5283018867924528
C08F244,52,54,0.7722473604826546,0.3076923076923077
G21C23,52,12,0.7111111111111111,0.25
A62B37,52,34,0.43548387096774194,0.0
H10N19,52,42,0.6628205128205128,1.0
B03C11,52,48,0.6714975845410628,0.5192307692307693
A62D5,52,65,0.7132616487455197,0.038461538461538464
B41L39,52,34,0.5362903225806451,0.038461538461538464
D03C17,52,25,0.3715415019762846,0.0
H03J9,52,27,0.7033333333333334,0.019230769230769232
B62B15,52,28,0.3323076923076923,0.4423076923076923
A44C13,51,38,0.46984126984126984,0.13725490196078433
B68G11,51,42,0.7051282051282052,0.11764705882352941
C08B17,51,38,0.692063492063492,0.39215686274509803
H02P17,51,27,0.73,0.17647058823529413
B68F1,51,53,0.49411764705882355,0.21568627450980393
G03C9,51,47,0.5676767676767677,0.0
B43M5,51,23,0.47619047619047616,0.27450980392156865
B29D17,50,27,0.6266666666666667,0.06
C01F1,50,100,0.5703766042499474,0.1
G05G21,50,23,0.4238095238095238,0.14
F41A11,50,15,0.8205128205128205,0.34
F23H1,50,47,0.5060606060606061,0.12
A62B33,50,62,0.5785310734463277,0.32
A41B7,50,28,0.7723076923076924,0.22
C40B80,50,20,0.7647058823529411,0.34
B41G7,50,27,0.8666666666666667,0.1
B62D107,50,32,0.7563218390804598,0.28
F16K23,50,36,0.7023172905525846,0.08
C07D247,50,88,0.7707250341997264,0.16
F16N5,50,34,0.7399193548387096,0.32
F21L19,50,34,0.7399193548387096,0.06
D03D31,50,26,0.7246376811594203,0.1
G08G7,49,44,0.8025551684088269,0.42857142857142855
C05B19,49,32,0.7862068965517242,0.14285714285714285
F23C15,49,45,0.5470653377630121,0.16326530612244897
H05F7,49,49,0.4976873265494912,0.3469387755102041
A41H9,49,52,0.6236734693877551,0.40816326530612246
D06F41,49,25,0.8260869565217391,0.2857142857142857
H03B21,49,36,0.6809269162210339,0.12244897959183673
E21C51,49,37,0.5579831932773109,0.7346938775510204
B41N6,49,34,0.6108870967741935,0.061224489795918366
F42B14,49,29,0.4472934472934473,0.24489795918367346
A01H11,49,36,0.7254901960784313,0.2857142857142857
A01B17,49,27,0.74,0.22448979591836735
D03D17,49,45,0.7962347729789591,0.16326530612244897
F41C9,49,28,0.38769230769230767,0.061224489795918366
C10B35,49,29,0.6581196581196581,0.20408163265306123
A47H7,49,23,0.7095238095238096,0.32653061224489793
C09J185,48,71,0.8593350383631714,0.20833333333333334
D01G17,48,16,0.7142857142857143,0.020833333333333332
F01K1,48,55,0.6444121915820029,0.2708333333333333
B21C45,48,24,0.6017316017316018,0.16666666666666666
C10B23,48,37,0.7546218487394958,0.375
F04F9,48,21,0.7368421052631579,0.16666666666666666
H03D9,48,36,0.6916221033868093,0.10416666666666667
F21V37,48,40,0.620199146514936,0.125
C13D1,48,35,0.38825757575757575,0.0
F02M15,48,60,0.46098003629764067,0.16666666666666666
B43M3,48,20,0.4117647058823529,0.020833333333333332
C22C25,48,47,0.8454545454545455,0.4791666666666667
G10L9,48,18,0.5583333333333333,0.0
H10B99,47,43,0.65,0.8085106382978723
H03C7,47,31,0.7266009852216748,0.14893617021276595
D05B97,47,29,0.4131054131054131,0.2978723404255319
H05H11,47,21,0.6432748538011696,0.2978723404255319
H04M13,47,28,0.8676923076923077,0.0
A43D43,47,28,0.3630769230769231,0.06382978723404255
C05C7,47,43,0.7085365853658536,0.0851063829787234
H04L17,47,29,0.7777777777777778,0.10638297872340426
C09D119,47,75,0.8158295281582952,0.2978723404255319
B27H5,47,39,0.566066066066066,0.2978723404255319
F04C3,47,21,0.695906432748538,0.0851063829787234
H01C8,47,34,0.6290322580645161,0.10638297872340426
H01H75,47,24,0.7922077922077922,0.02127659574468085
A62C25,47,27,0.6233333333333333,0.19148936170212766
A45B21,47,18,0.7,0.02127659574468085
B01J16,47,51,0.6309523809523809,0.3617021276595745
B63G9,46,24,0.5497835497835498,0.34782608695652173
D02J11,46,43,0.8829268292682927,0.2391304347826087
A41G7,46,25,0.7391304347826086,0.17391304347826086
G03B1,46,22,0.6473684210526316,0.021739130434782608
C05B9,46,42,0.8012820512820513,0.2608695652173913
C09J3,46,50,0.6170212765957447,0.0
A63D13,46,25,0.5573122529644269,0.06521739130434782
B25B19,46,38,0.573015873015873,0.32608695652173914
C10L11,46,27,0.48,0.21739130434782608
H01H53,46,29,0.6210826210826211,0.0
B61F11,46,35,0.625,0.30434782608695654
F22B7,46,52,0.5616326530612245,0.13043478260869565
F23D21,46,45,0.5869324473975637,0.0
G01R5,45,29,0.6923076923076923,0.08888888888888889
F24D9,45,37,0.8168067226890756,0.2222222222222222
A01K99,45,25,0.5652173913043478,0.13333333333333333
E01B13,45,22,0.7526315789473684,0.24444444444444444
G04G99,45,48,0.6821256038647343,0.35555555555555557
C09J117,45,45,0.832779623477298,0.37777777777777777
G10D11,45,9,0.5714285714285714,0.2222222222222222
B21B5,45,37,0.7327731092436974,0.17777777777777778
F24S90,45,45,0.813953488372093,0.26666666666666666
F42C9,45,28,0.4153846153846154,0.37777777777777777
F22B13,45,31,0.7807881773399015,0.044444444444444446
A47H11,45,12,0.7555555555555555,0.08888888888888889
A41H33,44,23,0.5666666666666667,0.2727272727272727
D06F45,44,24,0.5930735930735931,0.2727272727272727
D04G3,44,15,0.6538461538461539,0.022727272727272728
D01G35,44,18,0.6583333333333333,0.09090909090909091
F16H43,44,33,0.6344086021505376,0.18181818181818182
F42B27,44,26,0.427536231884058,0.38636363636363635
C07D503,44,39,0.8858858858858859,0.11363636363636363
C10N80,44,53,0.7458823529411764,0.06818181818181818
B21F19,43,63,0.6502732240437158,0.4186046511627907
B29D19,43,41,0.6221322537112011,0.23255813953488372
C07B51,43,73,0.827364185110664,0.09302325581395349
B21F43,43,25,0.691699604743083,0.3953488372093023
A43D5,43,20,0.6862745098039216,0.2558139534883721
F23J9,43,38,0.8333333333333334,0.11627906976744186
B41J1,43,40,0.5120910384068279,0.046511627906976744
A01F1,43,19,0.39705882352941174,0.06976744186046512
